id,note_type,duration,rel_position,img_src
002523.png,note4,8,1,lg-38639212-aug-lilyjazz--page-3.png
002524.png,note4,8,5,lg-38639212-aug-lilyjazz--page-3.png
002525.png,note4,8,3,lg-38639212-aug-lilyjazz--page-3.png
002526.png,note4,8,-1,lg-38639212-aug-lilyjazz--page-3.png
002527.png,note4,4.,-11,lg-38639212-aug-lilyjazz--page-3.png
002528.png,note4,8,6,lg-38639212-aug-lilyjazz--page-3.png
002529.png,note4,8,5,lg-38639212-aug-lilyjazz--page-3.png
002530.png,note4,8,1,lg-38639212-aug-lilyjazz--page-3.png
002531.png,note4,4.,-10,lg-38639212-aug-lilyjazz--page-3.png
002532.png,note4,8,8,lg-38639212-aug-lilyjazz--page-3.png
002533.png,note4,8,1,lg-38639212-aug-lilyjazz--page-3.png
002534.png,note4,8,6,lg-38639212-aug-lilyjazz--page-3.png
002535.png,note4,8,1,lg-38639212-aug-lilyjazz--page-3.png
002536.png,note4,4.,-3,lg-38639212-aug-lilyjazz--page-3.png
002537.png,note4,4.,-10,lg-38639212-aug-lilyjazz--page-3.png
002538.png,note4,4.,8,lg-38639212-aug-lilyjazz--page-3.png
002539.png,note4,4.,6,lg-38639212-aug-lilyjazz--page-3.png
002540.png,note4,4.,1,lg-38639212-aug-lilyjazz--page-3.png
002541.png,note4,4.,3,lg-38639212-aug-lilyjazz--page-3.png
002542.png,note4,8,8,lg-38639212-aug-lilyjazz--page-3.png
002543.png,note4,8,2,lg-38639212-aug-lilyjazz--page-3.png
002544.png,note4,8,1,lg-38639212-aug-lilyjazz--page-3.png
002545.png,note4,8,6,lg-38639212-aug-lilyjazz--page-3.png
002546.png,note4,8,3,lg-38639212-aug-lilyjazz--page-3.png
002547.png,note4,8,7,lg-38639212-aug-lilyjazz--page-3.png
002548.png,note4,8,0,lg-38639212-aug-lilyjazz--page-3.png
002549.png,note4,8,4,lg-38639212-aug-lilyjazz--page-3.png
002550.png,note4,16,9,lg-38639212-aug-lilyjazz--page-3.png
002551.png,note4,16,11,lg-38639212-aug-lilyjazz--page-3.png
002552.png,note4,16,9,lg-38639212-aug-lilyjazz--page-3.png
002553.png,note4,16,8,lg-38639212-aug-lilyjazz--page-3.png
002554.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002555.png,note2,2.,-8,lg-38639212-aug-lilyjazz--page-3.png
002556.png,note4,16,7,lg-38639212-aug-lilyjazz--page-3.png
002557.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002558.png,note4,16,7,lg-38639212-aug-lilyjazz--page-3.png
002559.png,note4,16,6,lg-38639212-aug-lilyjazz--page-3.png
002560.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002561.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002562.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002563.png,note4,16,10,lg-38639212-aug-lilyjazz--page-3.png
002564.png,note4,16,11,lg-38639212-aug-lilyjazz--page-3.png
002565.png,note4,16,9,lg-38639212-aug-lilyjazz--page-3.png
002566.png,note4,16,13,lg-38639212-aug-lilyjazz--page-3.png
002567.png,note2,2.,-8,lg-38639212-aug-lilyjazz--page-3.png
002568.png,note4,16,12,lg-38639212-aug-lilyjazz--page-3.png
002569.png,note4,16,8,lg-38639212-aug-lilyjazz--page-3.png
002570.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002571.png,note4,16,6,lg-38639212-aug-lilyjazz--page-3.png
002572.png,note4,16,6,lg-38639212-aug-lilyjazz--page-3.png
002573.png,note4,16,7,lg-38639212-aug-lilyjazz--page-3.png
002574.png,note4,16,6,lg-38639212-aug-lilyjazz--page-3.png
002575.png,note4,16,8,lg-38639212-aug-lilyjazz--page-3.png
002576.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002577.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002578.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002579.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002580.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002581.png,note4,16,0,lg-38639212-aug-lilyjazz--page-3.png
002582.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002583.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002584.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002585.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002586.png,note4,16,1,lg-38639212-aug-lilyjazz--page-3.png
002587.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002588.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002589.png,note4,16,-3,lg-38639212-aug-lilyjazz--page-3.png
002590.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002591.png,note4,16,-4,lg-38639212-aug-lilyjazz--page-3.png
002592.png,note4,16,1,lg-38639212-aug-lilyjazz--page-3.png
002593.png,note4,16,-3,lg-38639212-aug-lilyjazz--page-3.png
002594.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002595.png,note4,16,0,lg-38639212-aug-lilyjazz--page-3.png
002596.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002597.png,note4,16,1,lg-38639212-aug-lilyjazz--page-3.png
002598.png,note4,16,6,lg-38639212-aug-lilyjazz--page-3.png
002599.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002600.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002601.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002602.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002603.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002604.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002605.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002606.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002607.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002608.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002609.png,note4,16,6,lg-38639212-aug-lilyjazz--page-3.png
002610.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002611.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002612.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002613.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002614.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002615.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002616.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002617.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002618.png,note4,16,6,lg-38639212-aug-lilyjazz--page-3.png
002619.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002620.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002621.png,note4,16,1,lg-38639212-aug-lilyjazz--page-3.png
002622.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002623.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002624.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002625.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002626.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002627.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002628.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002629.png,note4,16,-3,lg-38639212-aug-lilyjazz--page-3.png
002630.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002631.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002632.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002633.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002634.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002635.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002636.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002637.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002638.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002639.png,note4,16,0,lg-38639212-aug-lilyjazz--page-3.png
002640.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002641.png,note4,16,1,lg-38639212-aug-lilyjazz--page-3.png
002642.png,note4,16,-4,lg-38639212-aug-lilyjazz--page-3.png
002643.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002644.png,note4,16,-3,lg-38639212-aug-lilyjazz--page-3.png
002645.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002646.png,note4,16,-3,lg-38639212-aug-lilyjazz--page-3.png
002647.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002648.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002649.png,note4,16,1,lg-38639212-aug-lilyjazz--page-3.png
002650.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002651.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002652.png,note4,16,-4,lg-38639212-aug-lilyjazz--page-3.png
002653.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002654.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002655.png,note4,16,6,lg-38639212-aug-lilyjazz--page-3.png
002656.png,note4,16,1,lg-38639212-aug-lilyjazz--page-3.png
002657.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002658.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002659.png,note4,16,0,lg-38639212-aug-lilyjazz--page-3.png
002660.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002661.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002662.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002663.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002664.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002665.png,note4,16,0,lg-38639212-aug-lilyjazz--page-3.png
002666.png,note4,16,6,lg-38639212-aug-lilyjazz--page-3.png
002667.png,note4,16,1,lg-38639212-aug-lilyjazz--page-3.png
002668.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002669.png,note4,16,0,lg-38639212-aug-lilyjazz--page-3.png
002670.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002671.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002672.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002673.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002674.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002675.png,note4,16,-3,lg-38639212-aug-lilyjazz--page-3.png
002676.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002677.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002678.png,note4,16,0,lg-38639212-aug-lilyjazz--page-3.png
002679.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002680.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002681.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002682.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002683.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002684.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002685.png,note4,16,-3,lg-38639212-aug-lilyjazz--page-3.png
002686.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002687.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002688.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002689.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002690.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002691.png,note4,16,0,lg-38639212-aug-lilyjazz--page-3.png
002692.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002693.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002694.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002695.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002696.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002697.png,note4,16,6,lg-38639212-aug-lilyjazz--page-3.png
002698.png,note4,16,1,lg-38639212-aug-lilyjazz--page-3.png
002699.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002700.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002701.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002702.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002703.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002704.png,note4,16,-3,lg-38639212-aug-lilyjazz--page-3.png
002705.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002706.png,note4,16,-4,lg-38639212-aug-lilyjazz--page-3.png
002707.png,note4,16,1,lg-38639212-aug-lilyjazz--page-3.png
002708.png,note4,16,6,lg-38639212-aug-lilyjazz--page-3.png
002709.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002710.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002711.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002712.png,note4,16,0,lg-38639212-aug-lilyjazz--page-3.png
002713.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002714.png,note4,16,1,lg-38639212-aug-lilyjazz--page-3.png
002715.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002716.png,note4,8,-13,lg-38639212-aug-lilyjazz--page-3.png
002717.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002718.png,note4,8,-13,lg-38639212-aug-lilyjazz--page-3.png
002719.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002720.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002721.png,note4,16,-3,lg-38639212-aug-lilyjazz--page-3.png
002722.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002723.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002724.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002725.png,note4,8,-13,lg-38639212-aug-lilyjazz--page-3.png
002726.png,note4,16,0,lg-38639212-aug-lilyjazz--page-3.png
002727.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002728.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002729.png,note4,4,-4,lg-38639212-aug-lilyjazz--page-3.png
002730.png,note4,4,-6,lg-38639212-aug-lilyjazz--page-3.png
002731.png,note4,4,-13,lg-38639212-aug-lilyjazz--page-3.png
002732.png,note4,4,8,lg-38639212-aug-lilyjazz--page-3.png
002733.png,note4,4,5,lg-38639212-aug-lilyjazz--page-3.png
002734.png,note4,4,3,lg-38639212-aug-lilyjazz--page-3.png
002735.png,note4,4,1,lg-38639212-aug-lilyjazz--page-3.png
002736.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002737.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002738.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002739.png,note4,16,-3,lg-38639212-aug-lilyjazz--page-3.png
002740.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002741.png,note4,8,-13,lg-38639212-aug-lilyjazz--page-3.png
002742.png,note4,16,-4,lg-38639212-aug-lilyjazz--page-3.png
002743.png,note4,16,1,lg-38639212-aug-lilyjazz--page-3.png
002744.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002745.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002746.png,note4,8,-13,lg-38639212-aug-lilyjazz--page-3.png
002747.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002748.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002749.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002750.png,note4,16,0,lg-38639212-aug-lilyjazz--page-3.png
002751.png,note4,8,-13,lg-38639212-aug-lilyjazz--page-3.png
002752.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002753.png,note4,16,1,lg-38639212-aug-lilyjazz--page-3.png
002754.png,note4,16,6,lg-38639212-aug-lilyjazz--page-3.png
002755.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002756.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002757.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002758.png,note4,8,-13,lg-38639212-aug-lilyjazz--page-3.png
002759.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002760.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002761.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002762.png,note4,8,-13,lg-38639212-aug-lilyjazz--page-3.png
002763.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002764.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002765.png,note4,16,-3,lg-38639212-aug-lilyjazz--page-3.png
002766.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002767.png,note4,16,1,lg-38639212-aug-lilyjazz--page-3.png
002768.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002769.png,note4,8,-13,lg-38639212-aug-lilyjazz--page-3.png
002770.png,note4,16,-3,lg-38639212-aug-lilyjazz--page-3.png
002771.png,note4,16,2,lg-38639212-aug-lilyjazz--page-3.png
002772.png,note4,8,-13,lg-38639212-aug-lilyjazz--page-3.png
002773.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002774.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002775.png,note4,8,-13,lg-38639212-aug-lilyjazz--page-3.png
002776.png,note4,16,-2,lg-38639212-aug-lilyjazz--page-3.png
002777.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002778.png,note4,16,-4,lg-38639212-aug-lilyjazz--page-3.png
002779.png,note4,8,-13,lg-38639212-aug-lilyjazz--page-3.png
002780.png,note4,16,-1,lg-38639212-aug-lilyjazz--page-3.png
002781.png,note4,16,4,lg-38639212-aug-lilyjazz--page-3.png
002782.png,note4,16,3,lg-38639212-aug-lilyjazz--page-3.png
002783.png,note4,16,0,lg-38639212-aug-lilyjazz--page-3.png
002784.png,note4,16,5,lg-38639212-aug-lilyjazz--page-3.png
002785.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002786.png,note4,8,-6,lg-38639212-aug-lilyjazz--page-3.png
002787.png,note16,16,0,lg-54975867-aug-gutenberg1939--page-12.png
002788.png,note16,16,-1,lg-54975867-aug-gutenberg1939--page-12.png
002789.png,note16,16,-1,lg-54975867-aug-gutenberg1939--page-12.png
002790.png,note4,8.,0,lg-54975867-aug-gutenberg1939--page-12.png
002791.png,note4,8.,3,lg-54975867-aug-gutenberg1939--page-12.png
002792.png,note4,8.,0,lg-54975867-aug-gutenberg1939--page-12.png
002793.png,note4,8.,-1,lg-54975867-aug-gutenberg1939--page-12.png
002794.png,note4,8.,-1,lg-54975867-aug-gutenberg1939--page-12.png
002795.png,note4,16,0,lg-54975867-aug-gutenberg1939--page-12.png
002796.png,note4,16,3,lg-54975867-aug-gutenberg1939--page-12.png
002797.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002798.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002799.png,note4,4,4,lg-54975867-aug-gutenberg1939--page-12.png
002800.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002801.png,note4,16,0,lg-54975867-aug-gutenberg1939--page-12.png
002802.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002803.png,note16,16,0,lg-54975867-aug-gutenberg1939--page-12.png
002804.png,note4,16,-1,lg-54975867-aug-gutenberg1939--page-12.png
002805.png,note4,16,-1,lg-54975867-aug-gutenberg1939--page-12.png
002806.png,note16,16,3,lg-54975867-aug-gutenberg1939--page-12.png
002807.png,note4,8,1,lg-54975867-aug-gutenberg1939--page-12.png
002808.png,note4,8,4,lg-54975867-aug-gutenberg1939--page-12.png
002809.png,note4,8,1,lg-54975867-aug-gutenberg1939--page-12.png
002810.png,note4,8,0,lg-54975867-aug-gutenberg1939--page-12.png
002811.png,note4,8,0,lg-54975867-aug-gutenberg1939--page-12.png
002812.png,note4,8,1,lg-54975867-aug-gutenberg1939--page-12.png
002813.png,note4,8,4,lg-54975867-aug-gutenberg1939--page-12.png
002814.png,note4,8,1,lg-54975867-aug-gutenberg1939--page-12.png
002815.png,note4,8,0,lg-54975867-aug-gutenberg1939--page-12.png
002816.png,note4,8,0,lg-54975867-aug-gutenberg1939--page-12.png
002817.png,note4,8,2,lg-54975867-aug-gutenberg1939--page-12.png
002818.png,note4,8,5,lg-54975867-aug-gutenberg1939--page-12.png
002819.png,note4,8,2,lg-54975867-aug-gutenberg1939--page-12.png
002820.png,note4,8,1,lg-54975867-aug-gutenberg1939--page-12.png
002821.png,note4,8,1,lg-54975867-aug-gutenberg1939--page-12.png
002822.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002823.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002824.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002825.png,note1,1,4,lg-54975867-aug-gutenberg1939--page-12.png
002826.png,note1,1,-1,lg-54975867-aug-gutenberg1939--page-12.png
002827.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002828.png,note4,4,4,lg-54975867-aug-gutenberg1939--page-12.png
002829.png,note1,1,1,lg-54975867-aug-gutenberg1939--page-12.png
002830.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002831.png,note4,4,4,lg-54975867-aug-gutenberg1939--page-12.png
002832.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002833.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002834.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002835.png,note4,8.,1,lg-54975867-aug-gutenberg1939--page-12.png
002836.png,note4,8.,2,lg-54975867-aug-gutenberg1939--page-12.png
002837.png,note4,8.,5,lg-54975867-aug-gutenberg1939--page-12.png
002838.png,note4,8.,2,lg-54975867-aug-gutenberg1939--page-12.png
002839.png,note4,8.,1,lg-54975867-aug-gutenberg1939--page-12.png
002840.png,note1,1,2,lg-54975867-aug-gutenberg1939--page-12.png
002841.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002842.png,note4,4,4,lg-54975867-aug-gutenberg1939--page-12.png
002843.png,note1,1,-2,lg-54975867-aug-gutenberg1939--page-12.png
002844.png,note1,1,7,lg-54975867-aug-gutenberg1939--page-12.png
002845.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002846.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002847.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002848.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002849.png,note4,4,4,lg-54975867-aug-gutenberg1939--page-12.png
002850.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002851.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002852.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002853.png,note4,4,2,lg-54975867-aug-gutenberg1939--page-12.png
002854.png,note4,16,3,lg-54975867-aug-gutenberg1939--page-12.png
002855.png,note4,16,6,lg-54975867-aug-gutenberg1939--page-12.png
002856.png,note4,16,3,lg-54975867-aug-gutenberg1939--page-12.png
002857.png,note4,16,2,lg-54975867-aug-gutenberg1939--page-12.png
002858.png,note4,16,2,lg-54975867-aug-gutenberg1939--page-12.png
002859.png,note4,4,5,lg-54975867-aug-gutenberg1939--page-12.png
002860.png,note4,4,2,lg-54975867-aug-gutenberg1939--page-12.png
002861.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002862.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002863.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002864.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002865.png,note4,4,4,lg-54975867-aug-gutenberg1939--page-12.png
002866.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002867.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002868.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002869.png,note4,4,4,lg-54975867-aug-gutenberg1939--page-12.png
002870.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002871.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002872.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002873.png,note4,16,-1,lg-54975867-aug-gutenberg1939--page-12.png
002874.png,note4,16,-1,lg-54975867-aug-gutenberg1939--page-12.png
002875.png,note4,16,0,lg-54975867-aug-gutenberg1939--page-12.png
002876.png,note4,16,0,lg-54975867-aug-gutenberg1939--page-12.png
002877.png,note4,16,3,lg-54975867-aug-gutenberg1939--page-12.png
002878.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002879.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002880.png,note4,4,4,lg-54975867-aug-gutenberg1939--page-12.png
002881.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002882.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002883.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002884.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002885.png,note4,4,4,lg-54975867-aug-gutenberg1939--page-12.png
002886.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002887.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002888.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002889.png,note16,16,3,lg-54975867-aug-gutenberg1939--page-12.png
002890.png,note16,16,0,lg-54975867-aug-gutenberg1939--page-12.png
002891.png,note16,16,-1,lg-54975867-aug-gutenberg1939--page-12.png
002892.png,note16,16,-1,lg-54975867-aug-gutenberg1939--page-12.png
002893.png,note16,16,0,lg-54975867-aug-gutenberg1939--page-12.png
002894.png,note4,8.,0,lg-54975867-aug-gutenberg1939--page-12.png
002895.png,note4,8.,3,lg-54975867-aug-gutenberg1939--page-12.png
002896.png,note4,8.,0,lg-54975867-aug-gutenberg1939--page-12.png
002897.png,note4,8.,-1,lg-54975867-aug-gutenberg1939--page-12.png
002898.png,note4,8.,-1,lg-54975867-aug-gutenberg1939--page-12.png
002899.png,note1,1,-3,lg-54975867-aug-gutenberg1939--page-12.png
002900.png,note4,8,1,lg-54975867-aug-gutenberg1939--page-12.png
002901.png,note4,8,4,lg-54975867-aug-gutenberg1939--page-12.png
002902.png,note1,1,-1,lg-54975867-aug-gutenberg1939--page-12.png
002903.png,note1,1,2,lg-54975867-aug-gutenberg1939--page-12.png
002904.png,note4,4,4,lg-54975867-aug-gutenberg1939--page-12.png
002905.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002906.png,note4,4,1,lg-54975867-aug-gutenberg1939--page-12.png
002907.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002908.png,note4,4,0,lg-54975867-aug-gutenberg1939--page-12.png
002909.png,note4,8,3,lg-54975867-aug-gutenberg1939--page-12.png
002910.png,note4,8,0,lg-54975867-aug-gutenberg1939--page-12.png
002911.png,note4,8,-1,lg-54975867-aug-gutenberg1939--page-12.png
002912.png,note4,8,-1,lg-54975867-aug-gutenberg1939--page-12.png
002913.png,note4,8,0,lg-54975867-aug-gutenberg1939--page-12.png
