id,symbol,cat_name,rel_position,duration
002315.png,clef_treble,clefG,,
002316.png,dot,augmentationDot,,
002317.png,dot,augmentationDot,,
002318.png,rest_8th,rest8th,,
002319.png,rest_8th,rest8th,,
002320.png,rest_half,restHalf,,
002321.png,rest_8th,rest8th,,
002322.png,rest_8th,rest8th,,
002323.png,rest_quarter,restQuarter,,
002324.png,clef_bass,clefF,,
002325.png,rest_whole,restWhole,,
002326.png,clef_tenor,clefCTenor,,
002327.png,natural,accidentalNatural,0,
002328.png,sharp,accidentalSharp,-2,
002329.png,sharp,accidentalSharp,-3,
002330.png,natural,accidentalNatural,0,
002331.png,flat,accidentalFlat,2,
002332.png,sharp,accidentalSharp,1,
002333.png,flat,accidentalFlat,-5,
002334.png,sharp,accidentalSharp,0,
002335.png,natural,accidentalNatural,-1,
002336.png,sharp,accidentalSharp,0,
002337.png,flat,accidentalFlat,5,
002338.png,flat,accidentalFlat,2,
002339.png,natural,accidentalNatural,-7,
002340.png,natural,accidentalNatural,0,
002341.png,sharp,accidentalSharp,-5,
002342.png,sharp,accidentalSharp,-3,
002343.png,sharp,accidentalSharp,-5,
002344.png,sharp,accidentalSharp,2,
002345.png,flat,accidentalFlat,-4,
002346.png,natural,accidentalNatural,-4,
002347.png,flat,accidentalFlat,1,
002348.png,flat,accidentalFlat,-6,
002349.png,rest_quarter,restQuarter,,
002350.png,rest_quarter,restQuarter,,
002351.png,time_4,timeSig4,,
002352.png,time_4,timeSig4,,
002353.png,clef_alto,clefCAlto,,
002354.png,dot,augmentationDot,,
002355.png,rest_whole,restWhole,,
002356.png,time_4,timeSig4,,
002357.png,time_4,timeSig4,,
002358.png,clef_treble,clefG,,
002359.png,rest_half,restHalf,,
002360.png,dot,augmentationDot,,
002361.png,dot,augmentationDot,,
002362.png,dot,augmentationDot,,
002363.png,rest_8th,rest8th,,
002364.png,rest_16th,rest16th,,
002365.png,time_3,timeSig3,,
002366.png,time_4,timeSig4,,
002367.png,clef_treble,clefG,,
002368.png,time_3,timeSig3,,
002369.png,time_4,timeSig4,,
002370.png,clef_treble,clefG,,
002371.png,rest_whole,restWhole,,
002372.png,rest_quarter,restQuarter,,
002373.png,rest_quarter,restQuarter,,
002374.png,dot,augmentationDot,,
002375.png,clef_8,clef8,,
002376.png,clef_treble,clefG,,
002377.png,clef_8,clef8,,
002378.png,clef_treble,clefG,,
002379.png,rest_quarter,restQuarter,,
002380.png,dot,augmentationDot,,
002381.png,dot,augmentationDot,,
002382.png,dot,augmentationDot,,
002383.png,clef_treble,clefG,,
002384.png,dot,augmentationDot,,
002385.png,rest_quarter,restQuarter,,
002386.png,rest_8th,rest8th,,
002387.png,dot,augmentationDot,,
002388.png,dot,augmentationDot,,
002389.png,rest_quarter,restQuarter,,
002390.png,rest_quarter,restQuarter,,
002391.png,rest_whole,restWhole,,
002392.png,clef_8,clef8,,
002393.png,clef_treble,clefG,,
002394.png,time_4,timeSig4,,
002395.png,time_4,timeSig4,,
002396.png,clef_alto,clefCAlto,,
002397.png,time_4,timeSig4,,
002398.png,time_4,timeSig4,,
002399.png,clef_treble,clefG,,
002400.png,clef_alto,clefCAlto,,
002401.png,rest_8th,rest8th,,
002402.png,rest_quarter,restQuarter,,
002403.png,clef_treble,clefG,,
002404.png,dot,augmentationDot,,
002405.png,dot,augmentationDot,,
002406.png,clef_treble,clefG,,
002407.png,clef_alto,clefCAlto,,
002408.png,rest_8th,rest8th,,
002409.png,rest_8th,rest8th,,
002410.png,rest_half,restHalf,,
002411.png,rest_whole,restWhole,,
002412.png,clef_treble,clefG,,
002413.png,clef_treble,clefG,,
002414.png,rest_half,restHalf,,
002415.png,rest_quarter,restQuarter,,
002416.png,dot,augmentationDot,,
002417.png,rest_16th,rest16th,,
002418.png,rest_quarter,restQuarter,,
002419.png,dot,augmentationDot,,
002420.png,rest_whole,restWhole,,
002421.png,rest_16th,rest16th,,
002422.png,rest_8th,rest8th,,
002423.png,rest_quarter,restQuarter,,
002424.png,clef_treble,clefG,,
002425.png,clef_treble,clefG,,
002426.png,rest_whole,restWhole,,
002427.png,rest_16th,rest16th,,
002428.png,rest_quarter,restQuarter,,
002429.png,rest_8th,rest8th,,
002430.png,rest_half,restHalf,,
002431.png,dot,augmentationDot,,
002432.png,rest_whole,restWhole,,
002433.png,rest_16th,rest16th,,
002434.png,rest_16th,rest16th,,
002435.png,rest_quarter,restQuarter,,
002436.png,clef_treble,clefG,,
002437.png,clef_treble,clefG,,
002438.png,rest_8th,rest8th,,
002439.png,dot,augmentationDot,,
002440.png,clef_bass,clefF,,
002441.png,rest_8th,rest8th,,
002442.png,clef_bass,clefF,,
002443.png,rest_half,restHalf,,
002444.png,natural,accidentalNatural,0,
002445.png,dot,augmentationDot,,
002446.png,dot,augmentationDot,,
002447.png,dot,augmentationDot,,
002448.png,dot,augmentationDot,,
002449.png,dot,augmentationDot,,
002450.png,dot,augmentationDot,,
002451.png,dot,augmentationDot,,
002452.png,dot,augmentationDot,,
002453.png,dot,augmentationDot,,
002454.png,dot,augmentationDot,,
002455.png,dot,augmentationDot,,
002456.png,dot,augmentationDot,,
002457.png,dot,augmentationDot,,
002458.png,dot,augmentationDot,,
002459.png,dot,augmentationDot,,
002460.png,dot,augmentationDot,,
002461.png,clef_treble,clefG,,
002462.png,clef_8,clef8,,
002463.png,time_3,timeSig3,,
002464.png,time_4,timeSig4,,
002465.png,clef_bass,clefF,,
002466.png,time_3,timeSig3,,
002467.png,time_4,timeSig4,,
002468.png,dot,augmentationDot,,
002469.png,dot,augmentationDot,,
002470.png,dot,augmentationDot,,
002471.png,dot,augmentationDot,,
002472.png,dot,augmentationDot,,
002473.png,dot,augmentationDot,,
002474.png,dot,augmentationDot,,
002475.png,dot,augmentationDot,,
002476.png,dot,augmentationDot,,
002477.png,dot,augmentationDot,,
002478.png,dot,augmentationDot,,
002479.png,dot,augmentationDot,,
002480.png,dot,augmentationDot,,
002481.png,dot,augmentationDot,,
002482.png,clef_treble,clefG,,
002483.png,clef_8,clef8,,
002484.png,clef_bass,clefF,,
002485.png,dot,augmentationDot,,
002486.png,dot,augmentationDot,,
002487.png,dot,augmentationDot,,
002488.png,dot,augmentationDot,,
002489.png,dot,augmentationDot,,
002490.png,dot,augmentationDot,,
002491.png,dot,augmentationDot,,
002492.png,dot,augmentationDot,,
002493.png,dot,augmentationDot,,
002494.png,dot,augmentationDot,,
002495.png,dot,augmentationDot,,
002496.png,dot,augmentationDot,,
002497.png,rest_quarter,restQuarter,,
002498.png,rest_quarter,restQuarter,,
002499.png,rest_quarter,restQuarter,,
002500.png,rest_quarter,restQuarter,,
002501.png,dot,augmentationDot,,
002502.png,dot,augmentationDot,,
002503.png,rest_8th,rest8th,,
002504.png,clef_bass,clefF,,
002505.png,clef_8,clef8,,
002506.png,clef_treble,clefG,,
002507.png,dot,augmentationDot,,
002508.png,dot,augmentationDot,,
002509.png,rest_8th,rest8th,,
002510.png,flat,accidentalFlat,9,
002511.png,flat,accidentalFlat,1,
002512.png,flat,accidentalFlat,-5,
002513.png,natural,accidentalNatural,4,
002514.png,natural,accidentalNatural,-4,
002515.png,flat,accidentalFlat,10,
002516.png,natural,accidentalNatural,4,
002517.png,natural,accidentalNatural,4,
002518.png,natural,accidentalNatural,-3,
002519.png,natural,accidentalNatural,-7,
002520.png,natural,accidentalNatural,1,
002521.png,rest_8th,rest8th,,
002522.png,rest_half,restHalf,,
002523.png,rest_half,restHalf,,
002524.png,rest_half,restHalf,,
002525.png,rest_quarter,restQuarter,,
002526.png,rest_8th,rest8th,,
002527.png,rest_quarter,restQuarter,,
002528.png,rest_quarter,restQuarter,,
002529.png,rest_8th,rest8th,,
002530.png,rest_8th,rest8th,,
002531.png,rest_whole,restWhole,,
002532.png,rest_whole,restWhole,,
002533.png,rest_8th,rest8th,,
002534.png,rest_8th,rest8th,,
002535.png,rest_8th,rest8th,,
002536.png,rest_quarter,restQuarter,,
002537.png,rest_8th,rest8th,,
002538.png,rest_8th,rest8th,,
002539.png,rest_quarter,restQuarter,,
002540.png,dot,augmentationDot,,
002541.png,clef_bass,clefF,,
002542.png,clef_bass,clefF,,
002543.png,clef_bass,clefF,,
002544.png,clef_treble,clefG,,
002545.png,rest_quarter,restQuarter,,
002546.png,rest_quarter,restQuarter,,
002547.png,rest_quarter,restQuarter,,
002548.png,dot,augmentationDot,,
002549.png,dot,augmentationDot,,
002550.png,rest_8th,rest8th,,
002551.png,rest_half,restHalf,,
002552.png,rest_half,restHalf,,
002553.png,rest_quarter,restQuarter,,
002554.png,dot,augmentationDot,,
002555.png,rest_8th,rest8th,,
002556.png,rest_half,restHalf,,
002557.png,rest_8th,rest8th,,
002558.png,rest_8th,rest8th,,
002559.png,rest_8th,rest8th,,
002560.png,rest_8th,rest8th,,
002561.png,rest_8th,rest8th,,
002562.png,rest_quarter,restQuarter,,
002563.png,rest_8th,rest8th,,
002564.png,rest_8th,rest8th,,
002565.png,rest_8th,rest8th,,
002566.png,rest_8th,rest8th,,
002567.png,rest_half,restHalf,,
002568.png,rest_quarter,restQuarter,,
002569.png,rest_8th,rest8th,,
002570.png,rest_8th,rest8th,,
002571.png,rest_quarter,restQuarter,,
002572.png,rest_8th,rest8th,,
002573.png,rest_half,restHalf,,
002574.png,rest_8th,rest8th,,
002575.png,rest_8th,rest8th,,
002576.png,clef_bass,clefF,,
002577.png,clef_bass,clefF,,
002578.png,clef_bass,clefF,,
002579.png,rest_8th,rest8th,,
002580.png,clef_treble,clefG,,
002581.png,rest_8th,rest8th,,
002582.png,rest_8th,rest8th,,
002583.png,rest_quarter,restQuarter,,
002584.png,rest_8th,rest8th,,
002585.png,rest_quarter,restQuarter,,
002586.png,rest_8th,rest8th,,
002587.png,rest_8th,rest8th,,
002588.png,rest_8th,rest8th,,
002589.png,rest_8th,rest8th,,
002590.png,rest_8th,rest8th,,
002591.png,rest_8th,rest8th,,
002592.png,rest_quarter,restQuarter,,
002593.png,rest_8th,rest8th,,
002594.png,rest_quarter,restQuarter,,
002595.png,rest_quarter,restQuarter,,
002596.png,rest_quarter,restQuarter,,
002597.png,rest_8th,rest8th,,
002598.png,rest_8th,rest8th,,
002599.png,rest_8th,rest8th,,
002600.png,rest_whole,restWhole,,
002601.png,rest_whole,restWhole,,
002602.png,rest_whole,restWhole,,
002603.png,rest_whole,restWhole,,
002604.png,rest_whole,restWhole,,
002605.png,rest_whole,restWhole,,
002606.png,rest_quarter,restQuarter,,
002607.png,rest_half,restHalf,,
002608.png,clef_bass,clefF,,
002609.png,clef_bass,clefF,,
002610.png,clef_bass,clefF,,
002611.png,rest_half,restHalf,,
002612.png,clef_treble,clefG,,
002613.png,dot,augmentationDot,,
002614.png,rest_quarter,restQuarter,,
002615.png,rest_quarter,restQuarter,,
002616.png,rest_quarter,restQuarter,,
002617.png,rest_half,restHalf,,
002618.png,rest_8th,rest8th,,
002619.png,rest_8th,rest8th,,
002620.png,rest_half,restHalf,,
002621.png,rest_quarter,restQuarter,,
002622.png,rest_quarter,restQuarter,,
002623.png,flat,accidentalFlat,7,
002624.png,flat,accidentalFlat,7,
002625.png,natural,accidentalNatural,7,
002626.png,flat,accidentalFlat,-12,
002627.png,flat,accidentalFlat,7,
002628.png,natural,accidentalNatural,6,
002629.png,flat,accidentalFlat,7,
002630.png,flat,accidentalFlat,7,
002631.png,flat,accidentalFlat,-12,
002632.png,flat,accidentalFlat,7,
002633.png,flat,accidentalFlat,7,
002634.png,natural,accidentalNatural,4,
002635.png,flat,accidentalFlat,-11,
002636.png,flat,accidentalFlat,7,
002637.png,natural,accidentalNatural,7,
002638.png,natural,accidentalNatural,-9,
002639.png,flat,accidentalFlat,-9,
002640.png,flat,accidentalFlat,-5,
002641.png,natural,accidentalNatural,4,
002642.png,natural,accidentalNatural,4,
002643.png,natural,accidentalNatural,4,
002644.png,natural,accidentalNatural,4,
002645.png,natural,accidentalNatural,4,
002646.png,natural,accidentalNatural,4,
002647.png,natural,accidentalNatural,4,
002648.png,natural,accidentalNatural,1,
002649.png,natural,accidentalNatural,4,
002650.png,rest_16th,rest16th,,
002651.png,rest_16th,rest16th,,
002652.png,time_2,timeSig2,,
002653.png,time_4,timeSig4,,
002654.png,rest_16th,rest16th,,
002655.png,rest_quarter,restQuarter,,
002656.png,rest_whole,restWhole,,
002657.png,rest_whole,restWhole,,
002658.png,clef_treble,clefG,,
002659.png,time_2,timeSig2,,
002660.png,time_4,timeSig4,,
002661.png,clef_treble,clefG,,
002662.png,clef_8,clef8,,
002663.png,time_2,timeSig2,,
002664.png,time_4,timeSig4,,
002665.png,clef_treble,clefG,,
002666.png,clef_8,clef8,,
002667.png,rest_16th,rest16th,,
002668.png,rest_16th,rest16th,,
002669.png,rest_16th,rest16th,,
002670.png,rest_8th,rest8th,,
002671.png,rest_whole,restWhole,,
002672.png,rest_16th,rest16th,,
002673.png,rest_16th,rest16th,,
002674.png,rest_16th,rest16th,,
002675.png,clef_treble,clefG,,
002676.png,clef_8,clef8,,
002677.png,clef_treble,clefG,,
002678.png,clef_treble,clefG,,
002679.png,clef_8,clef8,,
002680.png,rest_16th,rest16th,,
002681.png,rest_16th,rest16th,,
002682.png,rest_16th,rest16th,,
002683.png,rest_8th,rest8th,,
002684.png,dot,augmentationDot,,
002685.png,rest_16th,rest16th,,
002686.png,rest_16th,rest16th,,
002687.png,clef_8,clef8,,
002688.png,clef_treble,clefG,,
002689.png,clef_8,clef8,,
002690.png,clef_treble,clefG,,
002691.png,rest_whole,restWhole,,
002692.png,clef_treble,clefG,,
002693.png,rest_16th,rest16th,,
002694.png,rest_16th,rest16th,,
002695.png,rest_whole,restWhole,,
002696.png,clef_treble,clefG,,
002697.png,clef_treble,clefG,,
002698.png,clef_8,clef8,,
002699.png,clef_treble,clefG,,
002700.png,clef_8,clef8,,
002701.png,rest_16th,rest16th,,
002702.png,dot,augmentationDot,,
002703.png,rest_16th,rest16th,,
002704.png,dot,augmentationDot,,
002705.png,dot,augmentationDot,,
002706.png,rest_16th,rest16th,,
002707.png,clef_treble,clefG,,
002708.png,clef_treble,clefG,,
002709.png,clef_8,clef8,,
002710.png,clef_treble,clefG,,
002711.png,clef_8,clef8,,
002712.png,rest_8th,rest8th,,
002713.png,rest_16th,rest16th,,
002714.png,rest_quarter,restQuarter,,
002715.png,dot,augmentationDot,,
002716.png,dot,augmentationDot,,
002717.png,dot,augmentationDot,,
002718.png,rest_16th,rest16th,,
002719.png,dot,augmentationDot,,
002720.png,natural,accidentalNatural,3,
002721.png,natural,accidentalNatural,3,
002722.png,natural,accidentalNatural,3,
002723.png,flat,accidentalFlat,5,
002724.png,natural,accidentalNatural,3,
002725.png,flat,accidentalFlat,5,
002726.png,rest_whole,restWhole,,
002727.png,rest_whole,restWhole,,
002728.png,clef_bass,clefF,,
002729.png,time_3,timeSig3,,
002730.png,time_4,timeSig4,,
002731.png,time_3,timeSig3,,
002732.png,time_4,timeSig4,,
002733.png,clef_treble,clefG,,
002734.png,rest_8th,rest8th,,
002735.png,rest_8th,rest8th,,
002736.png,clef_treble,clefG,,
002737.png,clef_bass,clefF,,
002738.png,rest_8th,rest8th,,
002739.png,rest_8th,rest8th,,
002740.png,clef_bass,clefF,,
002741.png,clef_treble,clefG,,
002742.png,rest_16th,rest16th,,
002743.png,rest_16th,rest16th,,
002744.png,rest_16th,rest16th,,
002745.png,rest_8th,rest8th,,
002746.png,rest_16th,rest16th,,
002747.png,rest_16th,rest16th,,
002748.png,rest_16th,rest16th,,
002749.png,rest_16th,rest16th,,
002750.png,rest_16th,rest16th,,
002751.png,rest_16th,rest16th,,
002752.png,rest_16th,rest16th,,
002753.png,rest_16th,rest16th,,
002754.png,rest_16th,rest16th,,
002755.png,rest_16th,rest16th,,
002756.png,rest_16th,rest16th,,
002757.png,rest_16th,rest16th,,
002758.png,rest_half,restHalf,,
002759.png,rest_half,restHalf,,
002760.png,rest_half,restHalf,,
002761.png,rest_quarter,restQuarter,,
002762.png,rest_half,restHalf,,
002763.png,rest_half,restHalf,,
002764.png,rest_half,restHalf,,
002765.png,rest_half,restHalf,,
002766.png,rest_half,restHalf,,
002767.png,clef_bass,clefF,,
002768.png,clef_treble,clefG,,
002769.png,clef_treble,clefG,,
002770.png,clef_treble,clefG,,
002771.png,clef_bass,clefF,,
002772.png,clef_treble,clefG,,
002773.png,clef_8,clef8,,
002774.png,clef_bass,clefF,,
002775.png,clef_bass,clefF,,
002776.png,rest_whole,restWhole,,
002777.png,clef_treble,clefG,,
002778.png,rest_whole,restWhole,,
002779.png,rest_whole,restWhole,,
002780.png,rest_whole,restWhole,,
002781.png,rest_whole,restWhole,,
002782.png,rest_half,restHalf,,
002783.png,rest_half,restHalf,,
002784.png,rest_half,restHalf,,
002785.png,rest_half,restHalf,,
002786.png,rest_half,restHalf,,
002787.png,rest_half,restHalf,,
002788.png,rest_half,restHalf,,
002789.png,rest_half,restHalf,,
002790.png,rest_quarter,restQuarter,,
002791.png,sharp,accidentalSharp,-2,
002792.png,sharp,accidentalSharp,1,
002793.png,sharp,accidentalSharp,0,
002794.png,sharp,accidentalSharp,-3,
002795.png,sharp,accidentalSharp,-5,
002796.png,sharp,accidentalSharp,-3,
002797.png,sharp,accidentalSharp,-2,
002798.png,sharp,accidentalSharp,-3,
002799.png,sharp,accidentalSharp,-6,
002800.png,sharp,accidentalSharp,-2,
002801.png,sharp,accidentalSharp,5,
002802.png,sharp,accidentalSharp,-3,
002803.png,sharp,accidentalSharp,6,
002804.png,sharp,accidentalSharp,4,
002805.png,sharp,accidentalSharp,1,
002806.png,sharp,accidentalSharp,2,
002807.png,natural,accidentalNatural,4,
002808.png,sharp,accidentalSharp,-3,
002809.png,natural,accidentalNatural,-2,
002810.png,sharp,accidentalSharp,-2,
002811.png,sharp,accidentalSharp,2,
002812.png,natural,accidentalNatural,4,
002813.png,sharp,accidentalSharp,2,
002814.png,natural,accidentalNatural,1,
002815.png,natural,accidentalNatural,1,
002816.png,sharp,accidentalSharp,1,
002817.png,sharp,accidentalSharp,-2,
002818.png,rest_whole,restWhole,,
002819.png,rest_whole,restWhole,,
002820.png,rest_8th,rest8th,,
002821.png,rest_half,restHalf,,
002822.png,clef_alto,clefCAlto,,
002823.png,clef_tenor,clefCTenor,,
002824.png,clef_bass,clefF,,
002825.png,rest_whole,restWhole,,
002826.png,clef_alto,clefCAlto,,
002827.png,dot,augmentationDot,,
002828.png,rest_quarter,restQuarter,,
002829.png,clef_alto,clefCAlto,,
002830.png,clef_tenor,clefCTenor,,
002831.png,clef_bass,clefF,,
002832.png,rest_quarter,restQuarter,,
002833.png,rest_quarter,restQuarter,,
002834.png,dot,augmentationDot,,
002835.png,rest_half,restHalf,,
002836.png,dot,augmentationDot,,
002837.png,clef_tenor,clefCTenor,,
002838.png,clef_bass,clefF,,
002839.png,clef_alto,clefCAlto,,
002840.png,dot,augmentationDot,,
002841.png,sharp,accidentalSharp,2,
002842.png,sharp,accidentalSharp,-3,
002843.png,natural,accidentalNatural,4,
002844.png,sharp,accidentalSharp,0,
002845.png,sharp,accidentalSharp,-3,
002846.png,sharp,accidentalSharp,4,
002847.png,sharp,accidentalSharp,5,
002848.png,natural,accidentalNatural,4,
002849.png,sharp,accidentalSharp,1,
002850.png,sharp,accidentalSharp,3,
002851.png,natural,accidentalNatural,3,
002852.png,natural,accidentalNatural,0,
002853.png,sharp,accidentalSharp,4,
002854.png,sharp,accidentalSharp,5,
002855.png,natural,accidentalNatural,3,
002856.png,sharp,accidentalSharp,-2,
002857.png,natural,accidentalNatural,3,
002858.png,sharp,accidentalSharp,3,
002859.png,natural,accidentalNatural,3,
002860.png,sharp,accidentalSharp,3,
002861.png,sharp,accidentalSharp,1,
002862.png,sharp,accidentalSharp,1,
002863.png,sharp,accidentalSharp,2,
002864.png,sharp,accidentalSharp,1,
002865.png,sharp,accidentalSharp,0,
002866.png,natural,accidentalNatural,4,
002867.png,sharp,accidentalSharp,2,
002868.png,sharp,accidentalSharp,-3,
002869.png,sharp,accidentalSharp,1,
002870.png,sharp,accidentalSharp,3,
002871.png,sharp,accidentalSharp,0,
002872.png,natural,accidentalNatural,3,
002873.png,sharp,accidentalSharp,5,
002874.png,sharp,accidentalSharp,4,
002875.png,natural,accidentalNatural,4,
002876.png,sharp,accidentalSharp,5,
002877.png,sharp,accidentalSharp,1,
002878.png,sharp,accidentalSharp,-3,
002879.png,sharp,accidentalSharp,5,
002880.png,sharp,accidentalSharp,-2,
002881.png,sharp,accidentalSharp,2,
002882.png,sharp,accidentalSharp,1,
002883.png,sharp,accidentalSharp,-6,
002884.png,sharp,accidentalSharp,5,
002885.png,natural,accidentalNatural,3,
002886.png,natural,accidentalNatural,3,
002887.png,sharp,accidentalSharp,2,
002888.png,sharp,accidentalSharp,1,
002889.png,sharp,accidentalSharp,1,
002890.png,sharp,accidentalSharp,0,
002891.png,sharp,accidentalSharp,2,
002892.png,natural,accidentalNatural,3,
002893.png,sharp,accidentalSharp,3,
002894.png,sharp,accidentalSharp,2,
002895.png,sharp,accidentalSharp,4,
002896.png,sharp,accidentalSharp,4,
002897.png,sharp,accidentalSharp,4,
002898.png,natural,accidentalNatural,4,
002899.png,natural,accidentalNatural,4,
002900.png,natural,accidentalNatural,4,
002901.png,sharp,accidentalSharp,4,
002902.png,natural,accidentalNatural,4,
002903.png,sharp,accidentalSharp,1,
002904.png,sharp,accidentalSharp,5,
002905.png,sharp,accidentalSharp,0,
002906.png,natural,accidentalNatural,3,
002907.png,rest_whole,restWhole,,
002908.png,rest_quarter,restQuarter,,
002909.png,rest_whole,restWhole,,
002910.png,rest_quarter,restQuarter,,
002911.png,rest_quarter,restQuarter,,
002912.png,rest_8th,rest8th,,
002913.png,clef_tenor,clefCTenor,,
002914.png,clef_alto,clefCAlto,,
002915.png,clef_bass,clefF,,
002916.png,rest_whole,restWhole,,
002917.png,rest_quarter,restQuarter,,
002918.png,clef_alto,clefCAlto,,
002919.png,rest_quarter,restQuarter,,
002920.png,rest_quarter,restQuarter,,
002921.png,rest_quarter,restQuarter,,
002922.png,clef_alto,clefCAlto,,
002923.png,clef_tenor,clefCTenor,,
002924.png,clef_bass,clefF,,
002925.png,rest_quarter,restQuarter,,
002926.png,rest_quarter,restQuarter,,
002927.png,rest_quarter,restQuarter,,
002928.png,rest_quarter,restQuarter,,
002929.png,clef_alto,clefCAlto,,
002930.png,clef_tenor,clefCTenor,,
002931.png,clef_bass,clefF,,
002932.png,dot,augmentationDot,,
002933.png,sharp,accidentalSharp,-3,
002934.png,sharp,accidentalSharp,-3,
002935.png,sharp,accidentalSharp,-2,
002936.png,sharp,accidentalSharp,-2,
002937.png,rest_8th,rest8th,,
002938.png,rest_8th,rest8th,,
002939.png,dot,augmentationDot,,
002940.png,dot,augmentationDot,,
002941.png,dot,augmentationDot,,
002942.png,rest_8th,rest8th,,
002943.png,dot,augmentationDot,,
002944.png,rest_8th,rest8th,,
002945.png,rest_8th,rest8th,,
002946.png,rest_whole,restWhole,,
002947.png,rest_8th,rest8th,,
002948.png,dot,augmentationDot,,
002949.png,rest_8th,rest8th,,
002950.png,rest_8th,rest8th,,
002951.png,rest_8th,rest8th,,
002952.png,clef_treble,clefG,,
002953.png,clef_treble,clefG,,
002954.png,clef_8,clef8,,
002955.png,clef_bass,clefF,,
002956.png,clef_treble,clefG,,
002957.png,clef_bass,clefF,,
002958.png,clef_8,clef8,,
002959.png,rest_whole,restWhole,,
002960.png,rest_whole,restWhole,,
002961.png,rest_whole,restWhole,,
002962.png,clef_treble,clefG,,
002963.png,rest_8th,rest8th,,
002964.png,dot,augmentationDot,,
002965.png,rest_8th,rest8th,,
002966.png,rest_8th,rest8th,,
002967.png,rest_8th,rest8th,,
002968.png,rest_quarter,restQuarter,,
002969.png,rest_8th,rest8th,,
002970.png,rest_8th,rest8th,,
002971.png,rest_8th,rest8th,,
002972.png,rest_8th,rest8th,,
002973.png,rest_8th,rest8th,,
002974.png,dot,augmentationDot,,
002975.png,rest_8th,rest8th,,
002976.png,rest_half,restHalf,,
002977.png,rest_half,restHalf,,
002978.png,rest_quarter,restQuarter,,
002979.png,rest_quarter,restQuarter,,
002980.png,rest_quarter,restQuarter,,
002981.png,rest_whole,restWhole,,
002982.png,clef_treble,clefG,,
002983.png,clef_treble,clefG,,
002984.png,rest_whole,restWhole,,
002985.png,clef_bass,clefF,,
002986.png,clef_treble,clefG,,
002987.png,rest_whole,restWhole,,
002988.png,rest_whole,restWhole,,
002989.png,rest_quarter,restQuarter,,
002990.png,rest_quarter,restQuarter,,
002991.png,clef_bass,clefF,,
002992.png,rest_quarter,restQuarter,,
002993.png,rest_quarter,restQuarter,,
002994.png,rest_quarter,restQuarter,,
002995.png,rest_quarter,restQuarter,,
002996.png,rest_quarter,restQuarter,,
002997.png,sharp,accidentalSharp,-3,
002998.png,sharp,accidentalSharp,4,
002999.png,rest_whole,restWhole,,
003000.png,rest_whole,restWhole,,
003001.png,rest_whole,restWhole,,
003002.png,rest_whole,restWhole,,
003003.png,rest_whole,restWhole,,
003004.png,rest_whole,restWhole,,
003005.png,clef_bass,clefF,,
003006.png,clef_treble,clefG,,
003007.png,clef_treble,clefG,,
003008.png,clef_treble,clefG,,
003009.png,clef_8,clef8,,
003010.png,clef_bass,clefF,,
003011.png,clef_bass,clefF,,
003012.png,clef_treble,clefG,,
003013.png,clef_treble,clefG,,
003014.png,clef_treble,clefG,,
003015.png,clef_treble,clefG,,
003016.png,clef_bass,clefF,,
003017.png,clef_treble,clefG,,
003018.png,clef_treble,clefG,,
003019.png,clef_alto,clefCAlto,,
003020.png,natural,accidentalNatural,5,
003021.png,natural,accidentalNatural,5,
003022.png,natural,accidentalNatural,5,
003023.png,flat,accidentalFlat,1,
003024.png,flat,accidentalFlat,3,
003025.png,sharp,accidentalSharp,2,
003026.png,flat,accidentalFlat,3,
003027.png,sharp,accidentalSharp,1,
003028.png,rest_whole,restWhole,,
003029.png,dot,augmentationDot,,
003030.png,rest_whole,restWhole,,
003031.png,rest_whole,restWhole,,
003032.png,dot,augmentationDot,,
003033.png,dot,augmentationDot,,
003034.png,clef_8,clef8,,
003035.png,clef_treble,clefG,,
003036.png,rest_half,restHalf,,
003037.png,rest_half,restHalf,,
003038.png,rest_half,restHalf,,
003039.png,clef_bass,clefF,,
003040.png,clef_bass,clefF,,
003041.png,clef_8,clef8,,
003042.png,clef_treble,clefG,,
003043.png,rest_quarter,restQuarter,,
003044.png,rest_quarter,restQuarter,,
003045.png,rest_quarter,restQuarter,,
003046.png,clef_8,clef8,,
003047.png,clef_treble,clefG,,
003048.png,clef_8,clef8,,
003049.png,clef_treble,clefG,,
003050.png,clef_bass,clefF,,
003051.png,clef_bass,clefF,,
003052.png,rest_half,restHalf,,
003053.png,rest_half,restHalf,,
003054.png,rest_half,restHalf,,
003055.png,dot,augmentationDot,,
003056.png,rest_8th,rest8th,,
003057.png,rest_8th,rest8th,,
003058.png,rest_8th,rest8th,,
003059.png,clef_bass,clefF,,
003060.png,clef_bass,clefF,,
003061.png,clef_8,clef8,,
003062.png,clef_treble,clefG,,
003063.png,clef_8,clef8,,
003064.png,clef_treble,clefG,,
003065.png,rest_half,restHalf,,
003066.png,rest_half,restHalf,,
003067.png,dot,augmentationDot,,
003068.png,rest_half,restHalf,,
003069.png,dot,augmentationDot,,
003070.png,dot,augmentationDot,,
003071.png,rest_half,restHalf,,
003072.png,dot,augmentationDot,,
003073.png,dot,augmentationDot,,
003074.png,dot,augmentationDot,,
003075.png,clef_bass,clefF,,
003076.png,clef_bass,clefF,,
003077.png,clef_8,clef8,,
003078.png,clef_treble,clefG,,
003079.png,rest_whole,restWhole,,
003080.png,rest_whole,restWhole,,
003081.png,dot,augmentationDot,,
